"Année","Canton","Nationalité (catégorie)","Sexe","Âge","Immigration, y compris les changements de type de population"
"2012","Suisse","Étranger","Sexe - total","Âge - total",151002
"2012","Zürich","Étranger","Sexe - total","Âge - total",28589
"2012","Bern / Berne","Étranger","Sexe - total","Âge - total",9730
"2012","Luzern","Étranger","Sexe - total","Âge - total",4994
"2012","Uri","Étranger","Sexe - total","Âge - total",457
"2012","Schwyz","Étranger","Sexe - total","Âge - total",1889
"2012","Obwalden","Étranger","Sexe - total","Âge - total",400
"2012","Nidwalden","Étranger","Sexe - total","Âge - total",491
"2012","Glarus","Étranger","Sexe - total","Âge - total",476
"2012","Zug","Étranger","Sexe - total","Âge - total",2611
"2012","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",5207
"2012","Solothurn","Étranger","Sexe - total","Âge - total",2648
"2012","Basel-Stadt","Étranger","Sexe - total","Âge - total",5976
"2012","Basel-Landschaft","Étranger","Sexe - total","Âge - total",3009
"2012","Schaffhausen","Étranger","Sexe - total","Âge - total",1319
"2012","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",473
"2012","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",123
"2012","St. Gallen","Étranger","Sexe - total","Âge - total",7040
"2012","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",3958
"2012","Aargau","Étranger","Sexe - total","Âge - total",8398
"2012","Thurgau","Étranger","Sexe - total","Âge - total",4153
"2012","Ticino","Étranger","Sexe - total","Âge - total",8335
"2012","Vaud","Étranger","Sexe - total","Âge - total",21634
"2012","Valais / Wallis","Étranger","Sexe - total","Âge - total",7046
"2012","Neuchâtel","Étranger","Sexe - total","Âge - total",3428
"2012","Genève","Étranger","Sexe - total","Âge - total",17140
"2012","Jura","Étranger","Sexe - total","Âge - total",678
"2012","Sans indication","Étranger","Sexe - total","Âge - total",800
"2013","Suisse","Étranger","Sexe - total","Âge - total",167248
"2013","Zürich","Étranger","Sexe - total","Âge - total",28006
"2013","Bern / Berne","Étranger","Sexe - total","Âge - total",13217
"2013","Luzern","Étranger","Sexe - total","Âge - total",5786
"2013","Uri","Étranger","Sexe - total","Âge - total",466
"2013","Schwyz","Étranger","Sexe - total","Âge - total",1951
"2013","Obwalden","Étranger","Sexe - total","Âge - total",437
"2013","Nidwalden","Étranger","Sexe - total","Âge - total",498
"2013","Glarus","Étranger","Sexe - total","Âge - total",587
"2013","Zug","Étranger","Sexe - total","Âge - total",2874
"2013","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",5568
"2013","Solothurn","Étranger","Sexe - total","Âge - total",2897
"2013","Basel-Stadt","Étranger","Sexe - total","Âge - total",6824
"2013","Basel-Landschaft","Étranger","Sexe - total","Âge - total",3394
"2013","Schaffhausen","Étranger","Sexe - total","Âge - total",1385
"2013","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",529
"2013","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",131
"2013","St. Gallen","Étranger","Sexe - total","Âge - total",7483
"2013","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",4069
"2013","Aargau","Étranger","Sexe - total","Âge - total",8509
"2013","Thurgau","Étranger","Sexe - total","Âge - total",4183
"2013","Ticino","Étranger","Sexe - total","Âge - total",8853
"2013","Vaud","Étranger","Sexe - total","Âge - total",25221
"2013","Valais / Wallis","Étranger","Sexe - total","Âge - total",7540
"2013","Neuchâtel","Étranger","Sexe - total","Âge - total",3878
"2013","Genève","Étranger","Sexe - total","Âge - total",20920
"2013","Jura","Étranger","Sexe - total","Âge - total",867
"2013","Sans indication","Étranger","Sexe - total","Âge - total",1175
"2014","Suisse","Étranger","Sexe - total","Âge - total",161149
"2014","Zürich","Étranger","Sexe - total","Âge - total",30750
"2014","Bern / Berne","Étranger","Sexe - total","Âge - total",12452
"2014","Luzern","Étranger","Sexe - total","Âge - total",5919
"2014","Uri","Étranger","Sexe - total","Âge - total",468
"2014","Schwyz","Étranger","Sexe - total","Âge - total",1815
"2014","Obwalden","Étranger","Sexe - total","Âge - total",418
"2014","Nidwalden","Étranger","Sexe - total","Âge - total",539
"2014","Glarus","Étranger","Sexe - total","Âge - total",553
"2014","Zug","Étranger","Sexe - total","Âge - total",2812
"2014","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",5120
"2014","Solothurn","Étranger","Sexe - total","Âge - total",3171
"2014","Basel-Stadt","Étranger","Sexe - total","Âge - total",6479
"2014","Basel-Landschaft","Étranger","Sexe - total","Âge - total",3476
"2014","Schaffhausen","Étranger","Sexe - total","Âge - total",1338
"2014","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",510
"2014","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",110
"2014","St. Gallen","Étranger","Sexe - total","Âge - total",7822
"2014","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",3763
"2014","Aargau","Étranger","Sexe - total","Âge - total",8606
"2014","Thurgau","Étranger","Sexe - total","Âge - total",4155
"2014","Ticino","Étranger","Sexe - total","Âge - total",8470
"2014","Vaud","Étranger","Sexe - total","Âge - total",22308
"2014","Valais / Wallis","Étranger","Sexe - total","Âge - total",6937
"2014","Neuchâtel","Étranger","Sexe - total","Âge - total",3278
"2014","Genève","Étranger","Sexe - total","Âge - total",19116
"2014","Jura","Étranger","Sexe - total","Âge - total",761
"2014","Sans indication","Étranger","Sexe - total","Âge - total",3
"2015","Suisse","Étranger","Sexe - total","Âge - total",162563
"2015","Zürich","Étranger","Sexe - total","Âge - total",31220
"2015","Bern / Berne","Étranger","Sexe - total","Âge - total",12850
"2015","Luzern","Étranger","Sexe - total","Âge - total",5947
"2015","Uri","Étranger","Sexe - total","Âge - total",449
"2015","Schwyz","Étranger","Sexe - total","Âge - total",1790
"2015","Obwalden","Étranger","Sexe - total","Âge - total",424
"2015","Nidwalden","Étranger","Sexe - total","Âge - total",463
"2015","Glarus","Étranger","Sexe - total","Âge - total",648
"2015","Zug","Étranger","Sexe - total","Âge - total",2834
"2015","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",4497
"2015","Solothurn","Étranger","Sexe - total","Âge - total",3490
"2015","Basel-Stadt","Étranger","Sexe - total","Âge - total",6194
"2015","Basel-Landschaft","Étranger","Sexe - total","Âge - total",3420
"2015","Schaffhausen","Étranger","Sexe - total","Âge - total",1267
"2015","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",557
"2015","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",121
"2015","St. Gallen","Étranger","Sexe - total","Âge - total",7449
"2015","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",3689
"2015","Aargau","Étranger","Sexe - total","Âge - total",9209
"2015","Thurgau","Étranger","Sexe - total","Âge - total",3917
"2015","Ticino","Étranger","Sexe - total","Âge - total",7289
"2015","Vaud","Étranger","Sexe - total","Âge - total",23969
"2015","Valais / Wallis","Étranger","Sexe - total","Âge - total",6656
"2015","Neuchâtel","Étranger","Sexe - total","Âge - total",3010
"2015","Genève","Étranger","Sexe - total","Âge - total",20421
"2015","Jura","Étranger","Sexe - total","Âge - total",774
"2015","Sans indication","Étranger","Sexe - total","Âge - total",9
"2016","Suisse","Étranger","Sexe - total","Âge - total",167407
"2016","Zürich","Étranger","Sexe - total","Âge - total",32544
"2016","Bern / Berne","Étranger","Sexe - total","Âge - total",14069
"2016","Luzern","Étranger","Sexe - total","Âge - total",6656
"2016","Uri","Étranger","Sexe - total","Âge - total",446
"2016","Schwyz","Étranger","Sexe - total","Âge - total",2054
"2016","Obwalden","Étranger","Sexe - total","Âge - total",503
"2016","Nidwalden","Étranger","Sexe - total","Âge - total",495
"2016","Glarus","Étranger","Sexe - total","Âge - total",573
"2016","Zug","Étranger","Sexe - total","Âge - total",2841
"2016","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",4653
"2016","Solothurn","Étranger","Sexe - total","Âge - total",3798
"2016","Basel-Stadt","Étranger","Sexe - total","Âge - total",6708
"2016","Basel-Landschaft","Étranger","Sexe - total","Âge - total",3434
"2016","Schaffhausen","Étranger","Sexe - total","Âge - total",1410
"2016","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",576
"2016","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",136
"2016","St. Gallen","Étranger","Sexe - total","Âge - total",8131
"2016","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",3654
"2016","Aargau","Étranger","Sexe - total","Âge - total",9879
"2016","Thurgau","Étranger","Sexe - total","Âge - total",3925
"2016","Ticino","Étranger","Sexe - total","Âge - total",8236
"2016","Vaud","Étranger","Sexe - total","Âge - total",24132
"2016","Valais / Wallis","Étranger","Sexe - total","Âge - total",6721
"2016","Neuchâtel","Étranger","Sexe - total","Âge - total",2859
"2016","Genève","Étranger","Sexe - total","Âge - total",18243
"2016","Jura","Étranger","Sexe - total","Âge - total",724
"2016","Sans indication","Étranger","Sexe - total","Âge - total",7
"2017","Suisse","Étranger","Sexe - total","Âge - total",147142
"2017","Zürich","Étranger","Sexe - total","Âge - total",28936
"2017","Bern / Berne","Étranger","Sexe - total","Âge - total",11056
"2017","Luzern","Étranger","Sexe - total","Âge - total",5426
"2017","Uri","Étranger","Sexe - total","Âge - total",398
"2017","Schwyz","Étranger","Sexe - total","Âge - total",1945
"2017","Obwalden","Étranger","Sexe - total","Âge - total",387
"2017","Nidwalden","Étranger","Sexe - total","Âge - total",499
"2017","Glarus","Étranger","Sexe - total","Âge - total",564
"2017","Zug","Étranger","Sexe - total","Âge - total",2641
"2017","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",3932
"2017","Solothurn","Étranger","Sexe - total","Âge - total",3351
"2017","Basel-Stadt","Étranger","Sexe - total","Âge - total",5831
"2017","Basel-Landschaft","Étranger","Sexe - total","Âge - total",2744
"2017","Schaffhausen","Étranger","Sexe - total","Âge - total",1157
"2017","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",423
"2017","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",115
"2017","St. Gallen","Étranger","Sexe - total","Âge - total",7053
"2017","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",3270
"2017","Aargau","Étranger","Sexe - total","Âge - total",8318
"2017","Thurgau","Étranger","Sexe - total","Âge - total",3587
"2017","Ticino","Étranger","Sexe - total","Âge - total",5557
"2017","Vaud","Étranger","Sexe - total","Âge - total",22841
"2017","Valais / Wallis","Étranger","Sexe - total","Âge - total",5699
"2017","Neuchâtel","Étranger","Sexe - total","Âge - total",2559
"2017","Genève","Étranger","Sexe - total","Âge - total",18295
"2017","Jura","Étranger","Sexe - total","Âge - total",548
"2017","Sans indication","Étranger","Sexe - total","Âge - total",10
"2018","Suisse","Étranger","Sexe - total","Âge - total",146183
"2018","Zürich","Étranger","Sexe - total","Âge - total",30251
"2018","Bern / Berne","Étranger","Sexe - total","Âge - total",10957
"2018","Luzern","Étranger","Sexe - total","Âge - total",5577
"2018","Uri","Étranger","Sexe - total","Âge - total",425
"2018","Schwyz","Étranger","Sexe - total","Âge - total",2079
"2018","Obwalden","Étranger","Sexe - total","Âge - total",377
"2018","Nidwalden","Étranger","Sexe - total","Âge - total",480
"2018","Glarus","Étranger","Sexe - total","Âge - total",498
"2018","Zug","Étranger","Sexe - total","Âge - total",2596
"2018","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",3863
"2018","Solothurn","Étranger","Sexe - total","Âge - total",3126
"2018","Basel-Stadt","Étranger","Sexe - total","Âge - total",5924
"2018","Basel-Landschaft","Étranger","Sexe - total","Âge - total",2674
"2018","Schaffhausen","Étranger","Sexe - total","Âge - total",1130
"2018","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",458
"2018","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",105
"2018","St. Gallen","Étranger","Sexe - total","Âge - total",7091
"2018","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",2982
"2018","Aargau","Étranger","Sexe - total","Âge - total",8254
"2018","Thurgau","Étranger","Sexe - total","Âge - total",3738
"2018","Ticino","Étranger","Sexe - total","Âge - total",5827
"2018","Vaud","Étranger","Sexe - total","Âge - total",21441
"2018","Valais / Wallis","Étranger","Sexe - total","Âge - total",5421
"2018","Neuchâtel","Étranger","Sexe - total","Âge - total",2417
"2018","Genève","Étranger","Sexe - total","Âge - total",17940
"2018","Jura","Étranger","Sexe - total","Âge - total",514
"2018","Sans indication","Étranger","Sexe - total","Âge - total",38
"2019","Suisse","Étranger","Sexe - total","Âge - total",145608
"2019","Zürich","Étranger","Sexe - total","Âge - total",31155
"2019","Bern / Berne","Étranger","Sexe - total","Âge - total",11143
"2019","Luzern","Étranger","Sexe - total","Âge - total",5555
"2019","Uri","Étranger","Sexe - total","Âge - total",467
"2019","Schwyz","Étranger","Sexe - total","Âge - total",1871
"2019","Obwalden","Étranger","Sexe - total","Âge - total",327
"2019","Nidwalden","Étranger","Sexe - total","Âge - total",455
"2019","Glarus","Étranger","Sexe - total","Âge - total",459
"2019","Zug","Étranger","Sexe - total","Âge - total",2610
"2019","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",3906
"2019","Solothurn","Étranger","Sexe - total","Âge - total",3136
"2019","Basel-Stadt","Étranger","Sexe - total","Âge - total",6360
"2019","Basel-Landschaft","Étranger","Sexe - total","Âge - total",2741
"2019","Schaffhausen","Étranger","Sexe - total","Âge - total",1030
"2019","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",431
"2019","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",105
"2019","St. Gallen","Étranger","Sexe - total","Âge - total",7348
"2019","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",3142
"2019","Aargau","Étranger","Sexe - total","Âge - total",8300
"2019","Thurgau","Étranger","Sexe - total","Âge - total",3948
"2019","Ticino","Étranger","Sexe - total","Âge - total",4589
"2019","Vaud","Étranger","Sexe - total","Âge - total",19990
"2019","Valais / Wallis","Étranger","Sexe - total","Âge - total",5421
"2019","Neuchâtel","Étranger","Sexe - total","Âge - total",2732
"2019","Genève","Étranger","Sexe - total","Âge - total",17863
"2019","Jura","Étranger","Sexe - total","Âge - total",496
"2019","Sans indication","Étranger","Sexe - total","Âge - total",28
"2020","Suisse","Étranger","Sexe - total","Âge - total",137685
"2020","Zürich","Étranger","Sexe - total","Âge - total",28062
"2020","Bern / Berne","Étranger","Sexe - total","Âge - total",9305
"2020","Luzern","Étranger","Sexe - total","Âge - total",5171
"2020","Uri","Étranger","Sexe - total","Âge - total",491
"2020","Schwyz","Étranger","Sexe - total","Âge - total",1625
"2020","Obwalden","Étranger","Sexe - total","Âge - total",327
"2020","Nidwalden","Étranger","Sexe - total","Âge - total",385
"2020","Glarus","Étranger","Sexe - total","Âge - total",499
"2020","Zug","Étranger","Sexe - total","Âge - total",2402
"2020","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",3933
"2020","Solothurn","Étranger","Sexe - total","Âge - total",3087
"2020","Basel-Stadt","Étranger","Sexe - total","Âge - total",5610
"2020","Basel-Landschaft","Étranger","Sexe - total","Âge - total",2737
"2020","Schaffhausen","Étranger","Sexe - total","Âge - total",1029
"2020","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",445
"2020","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",105
"2020","St. Gallen","Étranger","Sexe - total","Âge - total",7128
"2020","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",3207
"2020","Aargau","Étranger","Sexe - total","Âge - total",7886
"2020","Thurgau","Étranger","Sexe - total","Âge - total",3887
"2020","Ticino","Étranger","Sexe - total","Âge - total",5609
"2020","Vaud","Étranger","Sexe - total","Âge - total",21200
"2020","Valais / Wallis","Étranger","Sexe - total","Âge - total",5897
"2020","Neuchâtel","Étranger","Sexe - total","Âge - total",2049
"2020","Genève","Étranger","Sexe - total","Âge - total",15132
"2020","Jura","Étranger","Sexe - total","Âge - total",462
"2020","Sans indication","Étranger","Sexe - total","Âge - total",15
"2021","Suisse","Étranger","Sexe - total","Âge - total",143506
"2021","Zürich","Étranger","Sexe - total","Âge - total",30029
"2021","Bern / Berne","Étranger","Sexe - total","Âge - total",10042
"2021","Luzern","Étranger","Sexe - total","Âge - total",5196
"2021","Uri","Étranger","Sexe - total","Âge - total",509
"2021","Schwyz","Étranger","Sexe - total","Âge - total",1860
"2021","Obwalden","Étranger","Sexe - total","Âge - total",464
"2021","Nidwalden","Étranger","Sexe - total","Âge - total",481
"2021","Glarus","Étranger","Sexe - total","Âge - total",518
"2021","Zug","Étranger","Sexe - total","Âge - total",2715
"2021","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",4230
"2021","Solothurn","Étranger","Sexe - total","Âge - total",3276
"2021","Basel-Stadt","Étranger","Sexe - total","Âge - total",5385
"2021","Basel-Landschaft","Étranger","Sexe - total","Âge - total",2379
"2021","Schaffhausen","Étranger","Sexe - total","Âge - total",1102
"2021","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",403
"2021","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",112
"2021","St. Gallen","Étranger","Sexe - total","Âge - total",7688
"2021","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",3349
"2021","Aargau","Étranger","Sexe - total","Âge - total",8338
"2021","Thurgau","Étranger","Sexe - total","Âge - total",3868
"2021","Ticino","Étranger","Sexe - total","Âge - total",5561
"2021","Vaud","Étranger","Sexe - total","Âge - total",20306
"2021","Valais / Wallis","Étranger","Sexe - total","Âge - total",6881
"2021","Neuchâtel","Étranger","Sexe - total","Âge - total",2544
"2021","Genève","Étranger","Sexe - total","Âge - total",15794
"2021","Jura","Étranger","Sexe - total","Âge - total",460
"2021","Sans indication","Étranger","Sexe - total","Âge - total",16
"2022","Suisse","Étranger","Sexe - total","Âge - total",169055
"2022","Zürich","Étranger","Sexe - total","Âge - total",34984
"2022","Bern / Berne","Étranger","Sexe - total","Âge - total",12181
"2022","Luzern","Étranger","Sexe - total","Âge - total",6455
"2022","Uri","Étranger","Sexe - total","Âge - total",566
"2022","Schwyz","Étranger","Sexe - total","Âge - total",2232
"2022","Obwalden","Étranger","Sexe - total","Âge - total",613
"2022","Nidwalden","Étranger","Sexe - total","Âge - total",679
"2022","Glarus","Étranger","Sexe - total","Âge - total",595
"2022","Zug","Étranger","Sexe - total","Âge - total",2851
"2022","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",4885
"2022","Solothurn","Étranger","Sexe - total","Âge - total",3525
"2022","Basel-Stadt","Étranger","Sexe - total","Âge - total",6414
"2022","Basel-Landschaft","Étranger","Sexe - total","Âge - total",3017
"2022","Schaffhausen","Étranger","Sexe - total","Âge - total",1474
"2022","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",578
"2022","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",129
"2022","St. Gallen","Étranger","Sexe - total","Âge - total",10373
"2022","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",3940
"2022","Aargau","Étranger","Sexe - total","Âge - total",9043
"2022","Thurgau","Étranger","Sexe - total","Âge - total",4866
"2022","Ticino","Étranger","Sexe - total","Âge - total",6785
"2022","Vaud","Étranger","Sexe - total","Âge - total",22732
"2022","Valais / Wallis","Étranger","Sexe - total","Âge - total",7657
"2022","Neuchâtel","Étranger","Sexe - total","Âge - total",3068
"2022","Genève","Étranger","Sexe - total","Âge - total",18823
"2022","Jura","Étranger","Sexe - total","Âge - total",581
"2022","Sans indication","Étranger","Sexe - total","Âge - total",9
"2023","Suisse","Étranger","Sexe - total","Âge - total",241040
"2023","Zürich","Étranger","Sexe - total","Âge - total",45063
"2023","Bern / Berne","Étranger","Sexe - total","Âge - total",20558
"2023","Luzern","Étranger","Sexe - total","Âge - total",9827
"2023","Uri","Étranger","Sexe - total","Âge - total",898
"2023","Schwyz","Étranger","Sexe - total","Âge - total",3231
"2023","Obwalden","Étranger","Sexe - total","Âge - total",857
"2023","Nidwalden","Étranger","Sexe - total","Âge - total",949
"2023","Glarus","Étranger","Sexe - total","Âge - total",962
"2023","Zug","Étranger","Sexe - total","Âge - total",3321
"2023","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",7579
"2023","Solothurn","Étranger","Sexe - total","Âge - total",5818
"2023","Basel-Stadt","Étranger","Sexe - total","Âge - total",8337
"2023","Basel-Landschaft","Étranger","Sexe - total","Âge - total",5724
"2023","Schaffhausen","Étranger","Sexe - total","Âge - total",2254
"2023","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",1021
"2023","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",261
"2023","St. Gallen","Étranger","Sexe - total","Âge - total",13577
"2023","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",5340
"2023","Aargau","Étranger","Sexe - total","Âge - total",16323
"2023","Thurgau","Étranger","Sexe - total","Âge - total",6780
"2023","Ticino","Étranger","Sexe - total","Âge - total",9190
"2023","Vaud","Étranger","Sexe - total","Âge - total",30778
"2023","Valais / Wallis","Étranger","Sexe - total","Âge - total",12364
"2023","Neuchâtel","Étranger","Sexe - total","Âge - total",4595
"2023","Genève","Étranger","Sexe - total","Âge - total",24284
"2023","Jura","Étranger","Sexe - total","Âge - total",1126
"2023","Sans indication","Étranger","Sexe - total","Âge - total",23
"2024","Suisse","Étranger","Sexe - total","Âge - total",190043
"2024","Zürich","Étranger","Sexe - total","Âge - total",35891
"2024","Bern / Berne","Étranger","Sexe - total","Âge - total",15434
"2024","Luzern","Étranger","Sexe - total","Âge - total",7294
"2024","Uri","Étranger","Sexe - total","Âge - total",591
"2024","Schwyz","Étranger","Sexe - total","Âge - total",2252
"2024","Obwalden","Étranger","Sexe - total","Âge - total",765
"2024","Nidwalden","Étranger","Sexe - total","Âge - total",687
"2024","Glarus","Étranger","Sexe - total","Âge - total",629
"2024","Zug","Étranger","Sexe - total","Âge - total",2649
"2024","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",6235
"2024","Solothurn","Étranger","Sexe - total","Âge - total",4571
"2024","Basel-Stadt","Étranger","Sexe - total","Âge - total",6269
"2024","Basel-Landschaft","Étranger","Sexe - total","Âge - total",4100
"2024","Schaffhausen","Étranger","Sexe - total","Âge - total",1664
"2024","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",641
"2024","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",156
"2024","St. Gallen","Étranger","Sexe - total","Âge - total",10509
"2024","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",4245
"2024","Aargau","Étranger","Sexe - total","Âge - total",11836
"2024","Thurgau","Étranger","Sexe - total","Âge - total",5541
"2024","Ticino","Étranger","Sexe - total","Âge - total",7249
"2024","Vaud","Étranger","Sexe - total","Âge - total",25182
"2024","Valais / Wallis","Étranger","Sexe - total","Âge - total",9860
"2024","Neuchâtel","Étranger","Sexe - total","Âge - total",3629
"2024","Genève","Étranger","Sexe - total","Âge - total",21337
"2024","Jura","Étranger","Sexe - total","Âge - total",811
"2024","Sans indication","Étranger","Sexe - total","Âge - total",16
