"Année","Canton","Nationalité (catégorie)","Sexe","Âge","Immigration, y compris les changements de type de population"
"1996","Basel-Stadt","Étranger","Sexe - total","Âge - total",3587
"1996","Basel-Landschaft","Étranger","Sexe - total","Âge - total",1889
"1996","Schaffhausen","Étranger","Sexe - total","Âge - total",610
"1996","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",337
"1996","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",105
"1996","St. Gallen","Étranger","Sexe - total","Âge - total",3378
"1996","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",2045
"1996","Aargau","Étranger","Sexe - total","Âge - total",3847
"1996","Thurgau","Étranger","Sexe - total","Âge - total",1523
"1996","Ticino","Étranger","Sexe - total","Âge - total",2595
"1996","Vaud","Étranger","Sexe - total","Âge - total",9347
"1996","Valais / Wallis","Étranger","Sexe - total","Âge - total",3058
"1996","Neuchâtel","Étranger","Sexe - total","Âge - total",1806
"1996","Genève","Étranger","Sexe - total","Âge - total",9599
"1996","Jura","Étranger","Sexe - total","Âge - total",373
"1996","Sans indication","Étranger","Sexe - total","Âge - total",0
"1997","Suisse","Étranger","Sexe - total","Âge - total",69604
"1997","Zürich","Étranger","Sexe - total","Âge - total",12616
"1997","Bern / Berne","Étranger","Sexe - total","Âge - total",6066
"1997","Luzern","Étranger","Sexe - total","Âge - total",2623
"1997","Uri","Étranger","Sexe - total","Âge - total",152
"1997","Schwyz","Étranger","Sexe - total","Âge - total",728
"1997","Obwalden","Étranger","Sexe - total","Âge - total",260
"1997","Nidwalden","Étranger","Sexe - total","Âge - total",330
"1997","Glarus","Étranger","Sexe - total","Âge - total",197
"1997","Zug","Étranger","Sexe - total","Âge - total",964
"1997","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",2254
"1997","Solothurn","Étranger","Sexe - total","Âge - total",1316
"1997","Basel-Stadt","Étranger","Sexe - total","Âge - total",2459
"1997","Basel-Landschaft","Étranger","Sexe - total","Âge - total",1700
"1997","Schaffhausen","Étranger","Sexe - total","Âge - total",530
"1997","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",321
"1997","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",54
"1997","St. Gallen","Étranger","Sexe - total","Âge - total",3066
"1997","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",1621
"1997","Aargau","Étranger","Sexe - total","Âge - total",3349
"1997","Thurgau","Étranger","Sexe - total","Âge - total",1280
"1997","Ticino","Étranger","Sexe - total","Âge - total",2489
"1997","Vaud","Étranger","Sexe - total","Âge - total",9456
"1997","Valais / Wallis","Étranger","Sexe - total","Âge - total",2771
"1997","Neuchâtel","Étranger","Sexe - total","Âge - total",1681
"1997","Genève","Étranger","Sexe - total","Âge - total",10975
"1997","Jura","Étranger","Sexe - total","Âge - total",346
"1997","Sans indication","Étranger","Sexe - total","Âge - total",0
"1998","Suisse","Étranger","Sexe - total","Âge - total",72202
"1998","Zürich","Étranger","Sexe - total","Âge - total",13518
"1998","Bern / Berne","Étranger","Sexe - total","Âge - total",6240
"1998","Luzern","Étranger","Sexe - total","Âge - total",2427
"1998","Uri","Étranger","Sexe - total","Âge - total",135
"1998","Schwyz","Étranger","Sexe - total","Âge - total",730
"1998","Obwalden","Étranger","Sexe - total","Âge - total",231
"1998","Nidwalden","Étranger","Sexe - total","Âge - total",289
"1998","Glarus","Étranger","Sexe - total","Âge - total",240
"1998","Zug","Étranger","Sexe - total","Âge - total",1037
"1998","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",2218
"1998","Solothurn","Étranger","Sexe - total","Âge - total",1277
"1998","Basel-Stadt","Étranger","Sexe - total","Âge - total",2499
"1998","Basel-Landschaft","Étranger","Sexe - total","Âge - total",1692
"1998","Schaffhausen","Étranger","Sexe - total","Âge - total",534
"1998","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",307
"1998","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",74
"1998","St. Gallen","Étranger","Sexe - total","Âge - total",3200
"1998","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",1418
"1998","Aargau","Étranger","Sexe - total","Âge - total",3476
"1998","Thurgau","Étranger","Sexe - total","Âge - total",1238
"1998","Ticino","Étranger","Sexe - total","Âge - total",2401
"1998","Vaud","Étranger","Sexe - total","Âge - total",10910
"1998","Valais / Wallis","Étranger","Sexe - total","Âge - total",2652
"1998","Neuchâtel","Étranger","Sexe - total","Âge - total",1843
"1998","Genève","Étranger","Sexe - total","Âge - total",11244
"1998","Jura","Étranger","Sexe - total","Âge - total",372
"1998","Sans indication","Étranger","Sexe - total","Âge - total",0
"1999","Suisse","Étranger","Sexe - total","Âge - total",83677
"1999","Zürich","Étranger","Sexe - total","Âge - total",17075
"1999","Bern / Berne","Étranger","Sexe - total","Âge - total",7164
"1999","Luzern","Étranger","Sexe - total","Âge - total",3175
"1999","Uri","Étranger","Sexe - total","Âge - total",158
"1999","Schwyz","Étranger","Sexe - total","Âge - total",947
"1999","Obwalden","Étranger","Sexe - total","Âge - total",275
"1999","Nidwalden","Étranger","Sexe - total","Âge - total",281
"1999","Glarus","Étranger","Sexe - total","Âge - total",278
"1999","Zug","Étranger","Sexe - total","Âge - total",1146
"1999","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",2301
"1999","Solothurn","Étranger","Sexe - total","Âge - total",1570
"1999","Basel-Stadt","Étranger","Sexe - total","Âge - total",2609
"1999","Basel-Landschaft","Étranger","Sexe - total","Âge - total",2160
"1999","Schaffhausen","Étranger","Sexe - total","Âge - total",647
"1999","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",380
"1999","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",82
"1999","St. Gallen","Étranger","Sexe - total","Âge - total",3918
"1999","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",1483
"1999","Aargau","Étranger","Sexe - total","Âge - total",4096
"1999","Thurgau","Étranger","Sexe - total","Âge - total",1438
"1999","Ticino","Étranger","Sexe - total","Âge - total",3361
"1999","Vaud","Étranger","Sexe - total","Âge - total",11544
"1999","Valais / Wallis","Étranger","Sexe - total","Âge - total",2864
"1999","Neuchâtel","Étranger","Sexe - total","Âge - total",1968
"1999","Genève","Étranger","Sexe - total","Âge - total",12392
"1999","Jura","Étranger","Sexe - total","Âge - total",365
"1999","Sans indication","Étranger","Sexe - total","Âge - total",0
"2000","Suisse","Étranger","Sexe - total","Âge - total",84200
"2000","Zürich","Étranger","Sexe - total","Âge - total",17096
"2000","Bern / Berne","Étranger","Sexe - total","Âge - total",7281
"2000","Luzern","Étranger","Sexe - total","Âge - total",3337
"2000","Uri","Étranger","Sexe - total","Âge - total",184
"2000","Schwyz","Étranger","Sexe - total","Âge - total",880
"2000","Obwalden","Étranger","Sexe - total","Âge - total",284
"2000","Nidwalden","Étranger","Sexe - total","Âge - total",289
"2000","Glarus","Étranger","Sexe - total","Âge - total",246
"2000","Zug","Étranger","Sexe - total","Âge - total",1374
"2000","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",2331
"2000","Solothurn","Étranger","Sexe - total","Âge - total",1537
"2000","Basel-Stadt","Étranger","Sexe - total","Âge - total",2921
"2000","Basel-Landschaft","Étranger","Sexe - total","Âge - total",1989
"2000","Schaffhausen","Étranger","Sexe - total","Âge - total",672
"2000","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",350
"2000","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",96
"2000","St. Gallen","Étranger","Sexe - total","Âge - total",3472
"2000","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",1650
"2000","Aargau","Étranger","Sexe - total","Âge - total",3998
"2000","Thurgau","Étranger","Sexe - total","Âge - total",1392
"2000","Ticino","Étranger","Sexe - total","Âge - total",3064
"2000","Vaud","Étranger","Sexe - total","Âge - total",11259
"2000","Valais / Wallis","Étranger","Sexe - total","Âge - total",2903
"2000","Neuchâtel","Étranger","Sexe - total","Âge - total",2213
"2000","Genève","Étranger","Sexe - total","Âge - total",13003
"2000","Jura","Étranger","Sexe - total","Âge - total",379
"2000","Sans indication","Étranger","Sexe - total","Âge - total",0
"2001","Suisse","Étranger","Sexe - total","Âge - total",99746
"2001","Zürich","Étranger","Sexe - total","Âge - total",20545
"2001","Bern / Berne","Étranger","Sexe - total","Âge - total",9185
"2001","Luzern","Étranger","Sexe - total","Âge - total",4352
"2001","Uri","Étranger","Sexe - total","Âge - total",155
"2001","Schwyz","Étranger","Sexe - total","Âge - total",1358
"2001","Obwalden","Étranger","Sexe - total","Âge - total",342
"2001","Nidwalden","Étranger","Sexe - total","Âge - total",345
"2001","Glarus","Étranger","Sexe - total","Âge - total",348
"2001","Zug","Étranger","Sexe - total","Âge - total",1559
"2001","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",2751
"2001","Solothurn","Étranger","Sexe - total","Âge - total",2142
"2001","Basel-Stadt","Étranger","Sexe - total","Âge - total",3647
"2001","Basel-Landschaft","Étranger","Sexe - total","Âge - total",2753
"2001","Schaffhausen","Étranger","Sexe - total","Âge - total",793
"2001","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",381
"2001","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",112
"2001","St. Gallen","Étranger","Sexe - total","Âge - total",4443
"2001","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",1867
"2001","Aargau","Étranger","Sexe - total","Âge - total",5319
"2001","Thurgau","Étranger","Sexe - total","Âge - total",1923
"2001","Ticino","Étranger","Sexe - total","Âge - total",3369
"2001","Vaud","Étranger","Sexe - total","Âge - total",12059
"2001","Valais / Wallis","Étranger","Sexe - total","Âge - total",3378
"2001","Neuchâtel","Étranger","Sexe - total","Âge - total",2425
"2001","Genève","Étranger","Sexe - total","Âge - total",13683
"2001","Jura","Étranger","Sexe - total","Âge - total",512
"2001","Sans indication","Étranger","Sexe - total","Âge - total",0
"2002","Suisse","Étranger","Sexe - total","Âge - total",105014
"2002","Zürich","Étranger","Sexe - total","Âge - total",19884
"2002","Bern / Berne","Étranger","Sexe - total","Âge - total",9167
"2002","Luzern","Étranger","Sexe - total","Âge - total",4298
"2002","Uri","Étranger","Sexe - total","Âge - total",309
"2002","Schwyz","Étranger","Sexe - total","Âge - total",1198
"2002","Obwalden","Étranger","Sexe - total","Âge - total",376
"2002","Nidwalden","Étranger","Sexe - total","Âge - total",349
"2002","Glarus","Étranger","Sexe - total","Âge - total",385
"2002","Zug","Étranger","Sexe - total","Âge - total",1503
"2002","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",3256
"2002","Solothurn","Étranger","Sexe - total","Âge - total",1822
"2002","Basel-Stadt","Étranger","Sexe - total","Âge - total",4102
"2002","Basel-Landschaft","Étranger","Sexe - total","Âge - total",2553
"2002","Schaffhausen","Étranger","Sexe - total","Âge - total",919
"2002","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",451
"2002","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",80
"2002","St. Gallen","Étranger","Sexe - total","Âge - total",4287
"2002","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",2819
"2002","Aargau","Étranger","Sexe - total","Âge - total",5255
"2002","Thurgau","Étranger","Sexe - total","Âge - total",2365
"2002","Ticino","Étranger","Sexe - total","Âge - total",4141
"2002","Vaud","Étranger","Sexe - total","Âge - total",14730
"2002","Valais / Wallis","Étranger","Sexe - total","Âge - total",4107
"2002","Neuchâtel","Étranger","Sexe - total","Âge - total",2219
"2002","Genève","Étranger","Sexe - total","Âge - total",14032
"2002","Jura","Étranger","Sexe - total","Âge - total",407
"2002","Sans indication","Étranger","Sexe - total","Âge - total",0
"2003","Suisse","Étranger","Sexe - total","Âge - total",98812
"2003","Zürich","Étranger","Sexe - total","Âge - total",16231
"2003","Bern / Berne","Étranger","Sexe - total","Âge - total",8028
"2003","Luzern","Étranger","Sexe - total","Âge - total",3159
"2003","Uri","Étranger","Sexe - total","Âge - total",199
"2003","Schwyz","Étranger","Sexe - total","Âge - total",1029
"2003","Obwalden","Étranger","Sexe - total","Âge - total",309
"2003","Nidwalden","Étranger","Sexe - total","Âge - total",326
"2003","Glarus","Étranger","Sexe - total","Âge - total",437
"2003","Zug","Étranger","Sexe - total","Âge - total",1383
"2003","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",3163
"2003","Solothurn","Étranger","Sexe - total","Âge - total",1412
"2003","Basel-Stadt","Étranger","Sexe - total","Âge - total",3856
"2003","Basel-Landschaft","Étranger","Sexe - total","Âge - total",2114
"2003","Schaffhausen","Étranger","Sexe - total","Âge - total",759
"2003","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",362
"2003","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",86
"2003","St. Gallen","Étranger","Sexe - total","Âge - total",4228
"2003","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",2991
"2003","Aargau","Étranger","Sexe - total","Âge - total",4499
"2003","Thurgau","Étranger","Sexe - total","Âge - total",2480
"2003","Ticino","Étranger","Sexe - total","Âge - total",4021
"2003","Vaud","Étranger","Sexe - total","Âge - total",15461
"2003","Valais / Wallis","Étranger","Sexe - total","Âge - total",4579
"2003","Neuchâtel","Étranger","Sexe - total","Âge - total",2068
"2003","Genève","Étranger","Sexe - total","Âge - total",15212
"2003","Jura","Étranger","Sexe - total","Âge - total",420
"2003","Sans indication","Étranger","Sexe - total","Âge - total",0
"2004","Suisse","Étranger","Sexe - total","Âge - total",100834
"2004","Zürich","Étranger","Sexe - total","Âge - total",17602
"2004","Bern / Berne","Étranger","Sexe - total","Âge - total",8796
"2004","Luzern","Étranger","Sexe - total","Âge - total",3404
"2004","Uri","Étranger","Sexe - total","Âge - total",268
"2004","Schwyz","Étranger","Sexe - total","Âge - total",1099
"2004","Obwalden","Étranger","Sexe - total","Âge - total",307
"2004","Nidwalden","Étranger","Sexe - total","Âge - total",337
"2004","Glarus","Étranger","Sexe - total","Âge - total",306
"2004","Zug","Étranger","Sexe - total","Âge - total",1510
"2004","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",3067
"2004","Solothurn","Étranger","Sexe - total","Âge - total",1469
"2004","Basel-Stadt","Étranger","Sexe - total","Âge - total",4218
"2004","Basel-Landschaft","Étranger","Sexe - total","Âge - total",2168
"2004","Schaffhausen","Étranger","Sexe - total","Âge - total",764
"2004","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",306
"2004","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",85
"2004","St. Gallen","Étranger","Sexe - total","Âge - total",4236
"2004","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",2924
"2004","Aargau","Étranger","Sexe - total","Âge - total",4353
"2004","Thurgau","Étranger","Sexe - total","Âge - total",2140
"2004","Ticino","Étranger","Sexe - total","Âge - total",4111
"2004","Vaud","Étranger","Sexe - total","Âge - total",16046
"2004","Valais / Wallis","Étranger","Sexe - total","Âge - total",4684
"2004","Neuchâtel","Étranger","Sexe - total","Âge - total",2096
"2004","Genève","Étranger","Sexe - total","Âge - total",14169
"2004","Jura","Étranger","Sexe - total","Âge - total",369
"2004","Sans indication","Étranger","Sexe - total","Âge - total",0
"2005","Suisse","Étranger","Sexe - total","Âge - total",99091
"2005","Zürich","Étranger","Sexe - total","Âge - total",17249
"2005","Bern / Berne","Étranger","Sexe - total","Âge - total",8010
"2005","Luzern","Étranger","Sexe - total","Âge - total",3261
"2005","Uri","Étranger","Sexe - total","Âge - total",270
"2005","Schwyz","Étranger","Sexe - total","Âge - total",1325
"2005","Obwalden","Étranger","Sexe - total","Âge - total",275
"2005","Nidwalden","Étranger","Sexe - total","Âge - total",287
"2005","Glarus","Étranger","Sexe - total","Âge - total",279
"2005","Zug","Étranger","Sexe - total","Âge - total",1643
"2005","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",2914
"2005","Solothurn","Étranger","Sexe - total","Âge - total",1649
"2005","Basel-Stadt","Étranger","Sexe - total","Âge - total",3968
"2005","Basel-Landschaft","Étranger","Sexe - total","Âge - total",2166
"2005","Schaffhausen","Étranger","Sexe - total","Âge - total",699
"2005","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",340
"2005","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",93
"2005","St. Gallen","Étranger","Sexe - total","Âge - total",4313
"2005","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",2790
"2005","Aargau","Étranger","Sexe - total","Âge - total",4304
"2005","Thurgau","Étranger","Sexe - total","Âge - total",2088
"2005","Ticino","Étranger","Sexe - total","Âge - total",4272
"2005","Vaud","Étranger","Sexe - total","Âge - total",14743
"2005","Valais / Wallis","Étranger","Sexe - total","Âge - total",4909
"2005","Neuchâtel","Étranger","Sexe - total","Âge - total",2639
"2005","Genève","Étranger","Sexe - total","Âge - total",14192
"2005","Jura","Étranger","Sexe - total","Âge - total",413
"2005","Sans indication","Étranger","Sexe - total","Âge - total",0
"2006","Suisse","Étranger","Sexe - total","Âge - total",107177
"2006","Zürich","Étranger","Sexe - total","Âge - total",18217
"2006","Bern / Berne","Étranger","Sexe - total","Âge - total",8612
"2006","Luzern","Étranger","Sexe - total","Âge - total",3734
"2006","Uri","Étranger","Sexe - total","Âge - total",272
"2006","Schwyz","Étranger","Sexe - total","Âge - total",1287
"2006","Obwalden","Étranger","Sexe - total","Âge - total",401
"2006","Nidwalden","Étranger","Sexe - total","Âge - total",351
"2006","Glarus","Étranger","Sexe - total","Âge - total",315
"2006","Zug","Étranger","Sexe - total","Âge - total",1648
"2006","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",2989
"2006","Solothurn","Étranger","Sexe - total","Âge - total",1750
"2006","Basel-Stadt","Étranger","Sexe - total","Âge - total",4494
"2006","Basel-Landschaft","Étranger","Sexe - total","Âge - total",2225
"2006","Schaffhausen","Étranger","Sexe - total","Âge - total",805
"2006","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",350
"2006","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",101
"2006","St. Gallen","Étranger","Sexe - total","Âge - total",4871
"2006","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",2818
"2006","Aargau","Étranger","Sexe - total","Âge - total",5320
"2006","Thurgau","Étranger","Sexe - total","Âge - total",2310
"2006","Ticino","Étranger","Sexe - total","Âge - total",4624
"2006","Vaud","Étranger","Sexe - total","Âge - total",16509
"2006","Valais / Wallis","Étranger","Sexe - total","Âge - total",4965
"2006","Neuchâtel","Étranger","Sexe - total","Âge - total",2410
"2006","Genève","Étranger","Sexe - total","Âge - total",15347
"2006","Jura","Étranger","Sexe - total","Âge - total",452
"2006","Sans indication","Étranger","Sexe - total","Âge - total",0
"2007","Suisse","Étranger","Sexe - total","Âge - total",143855
"2007","Zürich","Étranger","Sexe - total","Âge - total",29945
"2007","Bern / Berne","Étranger","Sexe - total","Âge - total",10948
"2007","Luzern","Étranger","Sexe - total","Âge - total",5108
"2007","Uri","Étranger","Sexe - total","Âge - total",295
"2007","Schwyz","Étranger","Sexe - total","Âge - total",2023
"2007","Obwalden","Étranger","Sexe - total","Âge - total",447
"2007","Nidwalden","Étranger","Sexe - total","Âge - total",475
"2007","Glarus","Étranger","Sexe - total","Âge - total",422
"2007","Zug","Étranger","Sexe - total","Âge - total",2854
"2007","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",4473
"2007","Solothurn","Étranger","Sexe - total","Âge - total",2537
"2007","Basel-Stadt","Étranger","Sexe - total","Âge - total",5761
"2007","Basel-Landschaft","Étranger","Sexe - total","Âge - total",2774
"2007","Schaffhausen","Étranger","Sexe - total","Âge - total",1423
"2007","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",697
"2007","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",121
"2007","St. Gallen","Étranger","Sexe - total","Âge - total",7582
"2007","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",3303
"2007","Aargau","Étranger","Sexe - total","Âge - total",6551
"2007","Thurgau","Étranger","Sexe - total","Âge - total",3359
"2007","Ticino","Étranger","Sexe - total","Âge - total",6020
"2007","Vaud","Étranger","Sexe - total","Âge - total",18759
"2007","Valais / Wallis","Étranger","Sexe - total","Âge - total",6063
"2007","Neuchâtel","Étranger","Sexe - total","Âge - total",2998
"2007","Genève","Étranger","Sexe - total","Âge - total",18321
"2007","Jura","Étranger","Sexe - total","Âge - total",596
"2007","Sans indication","Étranger","Sexe - total","Âge - total",0
"2008","Suisse","Étranger","Sexe - total","Âge - total",161629
"2008","Zürich","Étranger","Sexe - total","Âge - total",32439
"2008","Bern / Berne","Étranger","Sexe - total","Âge - total",11923
"2008","Luzern","Étranger","Sexe - total","Âge - total",5738
"2008","Uri","Étranger","Sexe - total","Âge - total",385
"2008","Schwyz","Étranger","Sexe - total","Âge - total",2070
"2008","Obwalden","Étranger","Sexe - total","Âge - total",458
"2008","Nidwalden","Étranger","Sexe - total","Âge - total",485
"2008","Glarus","Étranger","Sexe - total","Âge - total",474
"2008","Zug","Étranger","Sexe - total","Âge - total",2871
"2008","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",4057
"2008","Solothurn","Étranger","Sexe - total","Âge - total",2451
"2008","Basel-Stadt","Étranger","Sexe - total","Âge - total",5772
"2008","Basel-Landschaft","Étranger","Sexe - total","Âge - total",3027
"2008","Schaffhausen","Étranger","Sexe - total","Âge - total",1399
"2008","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",702
"2008","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",143
"2008","St. Gallen","Étranger","Sexe - total","Âge - total",8484
"2008","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",3846
"2008","Aargau","Étranger","Sexe - total","Âge - total",8808
"2008","Thurgau","Étranger","Sexe - total","Âge - total",4163
"2008","Ticino","Étranger","Sexe - total","Âge - total",6403
"2008","Vaud","Étranger","Sexe - total","Âge - total",24395
"2008","Valais / Wallis","Étranger","Sexe - total","Âge - total",6475
"2008","Neuchâtel","Étranger","Sexe - total","Âge - total",3014
"2008","Genève","Étranger","Sexe - total","Âge - total",20962
"2008","Jura","Étranger","Sexe - total","Âge - total",685
"2008","Sans indication","Étranger","Sexe - total","Âge - total",0
"2009","Suisse","Étranger","Sexe - total","Âge - total",138269
"2009","Zürich","Étranger","Sexe - total","Âge - total",27091
"2009","Bern / Berne","Étranger","Sexe - total","Âge - total",10039
"2009","Luzern","Étranger","Sexe - total","Âge - total",4629
"2009","Uri","Étranger","Sexe - total","Âge - total",362
"2009","Schwyz","Étranger","Sexe - total","Âge - total",1423
"2009","Obwalden","Étranger","Sexe - total","Âge - total",425
"2009","Nidwalden","Étranger","Sexe - total","Âge - total",344
"2009","Glarus","Étranger","Sexe - total","Âge - total",447
"2009","Zug","Étranger","Sexe - total","Âge - total",2294
"2009","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",3662
"2009","Solothurn","Étranger","Sexe - total","Âge - total",2166
"2009","Basel-Stadt","Étranger","Sexe - total","Âge - total",5687
"2009","Basel-Landschaft","Étranger","Sexe - total","Âge - total",2914
"2009","Schaffhausen","Étranger","Sexe - total","Âge - total",1116
"2009","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",528
"2009","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",96
"2009","St. Gallen","Étranger","Sexe - total","Âge - total",6269
"2009","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",3573
"2009","Aargau","Étranger","Sexe - total","Âge - total",7530
"2009","Thurgau","Étranger","Sexe - total","Âge - total",3256
"2009","Ticino","Étranger","Sexe - total","Âge - total",5633
"2009","Vaud","Étranger","Sexe - total","Âge - total",20365
"2009","Valais / Wallis","Étranger","Sexe - total","Âge - total",6036
"2009","Neuchâtel","Étranger","Sexe - total","Âge - total",2427
"2009","Genève","Étranger","Sexe - total","Âge - total",19467
"2009","Jura","Étranger","Sexe - total","Âge - total",490
"2009","Sans indication","Étranger","Sexe - total","Âge - total",0
"2010","Suisse","Étranger","Sexe - total","Âge - total",139495
"2010","Zürich","Étranger","Sexe - total","Âge - total",27069
"2010","Bern / Berne","Étranger","Sexe - total","Âge - total",9196
"2010","Luzern","Étranger","Sexe - total","Âge - total",4743
"2010","Uri","Étranger","Sexe - total","Âge - total",250
"2010","Schwyz","Étranger","Sexe - total","Âge - total",1563
"2010","Obwalden","Étranger","Sexe - total","Âge - total",431
"2010","Nidwalden","Étranger","Sexe - total","Âge - total",417
"2010","Glarus","Étranger","Sexe - total","Âge - total",453
"2010","Zug","Étranger","Sexe - total","Âge - total",2465
"2010","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",3587
"2010","Solothurn","Étranger","Sexe - total","Âge - total",2190
"2010","Basel-Stadt","Étranger","Sexe - total","Âge - total",5634
"2010","Basel-Landschaft","Étranger","Sexe - total","Âge - total",2629
"2010","Schaffhausen","Étranger","Sexe - total","Âge - total",1165
"2010","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",481
"2010","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",100
"2010","St. Gallen","Étranger","Sexe - total","Âge - total",5948
"2010","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",3325
"2010","Aargau","Étranger","Sexe - total","Âge - total",6730
"2010","Thurgau","Étranger","Sexe - total","Âge - total",3319
"2010","Ticino","Étranger","Sexe - total","Âge - total",7238
"2010","Vaud","Étranger","Sexe - total","Âge - total",21458
"2010","Valais / Wallis","Étranger","Sexe - total","Âge - total",6050
"2010","Neuchâtel","Étranger","Sexe - total","Âge - total",2550
"2010","Genève","Étranger","Sexe - total","Âge - total",20041
"2010","Jura","Étranger","Sexe - total","Âge - total",463
"2010","Sans indication","Étranger","Sexe - total","Âge - total",0
"2011","Suisse","Étranger","Sexe - total","Âge - total",140508
"2011","Zürich","Étranger","Sexe - total","Âge - total",29848
"2011","Bern / Berne","Étranger","Sexe - total","Âge - total",9167
"2011","Luzern","Étranger","Sexe - total","Âge - total",5098
"2011","Uri","Étranger","Sexe - total","Âge - total",210
"2011","Schwyz","Étranger","Sexe - total","Âge - total",1605
"2011","Obwalden","Étranger","Sexe - total","Âge - total",412
"2011","Nidwalden","Étranger","Sexe - total","Âge - total",374
"2011","Glarus","Étranger","Sexe - total","Âge - total",635
"2011","Zug","Étranger","Sexe - total","Âge - total",2988
"2011","Fribourg / Freiburg","Étranger","Sexe - total","Âge - total",4452
"2011","Solothurn","Étranger","Sexe - total","Âge - total",2288
"2011","Basel-Stadt","Étranger","Sexe - total","Âge - total",5737
"2011","Basel-Landschaft","Étranger","Sexe - total","Âge - total",2306
"2011","Schaffhausen","Étranger","Sexe - total","Âge - total",993
"2011","Appenzell Ausserrhoden","Étranger","Sexe - total","Âge - total",514
"2011","Appenzell Innerrhoden","Étranger","Sexe - total","Âge - total",115
"2011","St. Gallen","Étranger","Sexe - total","Âge - total",6733
"2011","Graubünden / Grigioni / Grischun","Étranger","Sexe - total","Âge - total",3754
"2011","Aargau","Étranger","Sexe - total","Âge - total",5000
"2011","Thurgau","Étranger","Sexe - total","Âge - total",3702
"2011","Ticino","Étranger","Sexe - total","Âge - total",6878
"2011","Vaud","Étranger","Sexe - total","Âge - total",21483
"2011","Valais / Wallis","Étranger","Sexe - total","Âge - total",5226
"2011","Neuchâtel","Étranger","Sexe - total","Âge - total",2910
"2011","Genève","Étranger","Sexe - total","Âge - total",17159
"2011","Jura","Étranger","Sexe - total","Âge - total",541
"2011","Sans indication","Étranger","Sexe - total","Âge - total",380
